"Days";"Channel";"Marketing spend";"Compare range: Marketing spend"
"2022-12-15";"TikTok";"543.239";"0"
"2022-12-16";"Facebook";"5043.587702999976";"0"
"2022-12-16";"Google";"11543.539";"0"
"2022-12-16";"TikTok";"719.861";"0"
"2022-12-17";"Facebook";"11254.631575880021";"0"
"2022-12-17";"Google";"11107.196";"0"
"2022-12-17";"TikTok";"1103.567";"0"
"2022-12-18";"Facebook";"13782.56902708002";"0"
"2022-12-18";"Google";"12894.722";"0"
"2022-12-18";"TikTok";"1103.5669999999998";"0"
"2022-12-19";"Facebook";"16784.652884700023";"0"
"2022-12-19";"Google";"10211.748";"0"
"2022-12-19";"TikTok";"1097.185";"0"
"2022-12-20";"Facebook";"22176.352494599978";"0"
"2022-12-20";"Google";"11995.984999999997";"0"
"2022-12-20";"TikTok";"276.224";"0"
"2022-12-21";"Facebook";"16267.493603500005";"0"
"2022-12-21";"Google";"8068.766";"0"
"2022-12-21";"TikTok";"276.851";"0"
"2022-12-22";"Facebook";"12963.531500399997";"0"
"2022-12-22";"Google";"7931.532";"0"
"2022-12-22";"TikTok";"276.135";"0"
"2022-12-23";"Facebook";"21265.66697475";"0"
"2022-12-23";"Google";"7298.462000000001";"0"
"2022-12-23";"TikTok";"277.43399999999997";"0"
"2022-12-24";"Facebook";"10066.058397999997";"0"
"2022-12-24";"Google";"7165.592000000001";"0"
"2022-12-24";"TikTok";"280.884";"0"
"2022-12-25";"Facebook";"19762.545266639998";"0"
"2022-12-25";"Google";"9148.254";"0"
"2022-12-25";"TikTok";"280.884";"0"
"2022-12-26";"Facebook";"32596.09426320002";"0"
"2022-12-26";"Google";"10846.649999999998";"0"
"2022-12-26";"TikTok";"279.42199999999997";"0"
"2022-12-27";"Facebook";"31526.3591368";"0"
"2022-12-27";"Google";"10723.805";"0"
"2022-12-27";"TikTok";"278.951";"0"
"2022-12-28";"Facebook";"30807.029194200004";"0"
"2022-12-28";"Google";"10456.161999999998";"0"
"2022-12-28";"TikTok";"278.5559999999999";"0"
"2022-12-29";"Facebook";"30235.322672400012";"0"
"2022-12-29";"Google";"12283.030000000002";"0"
"2022-12-29";"TikTok";"277.918";"0"
"2022-12-30";"Facebook";"42052.78818735998";"0"
"2022-12-30";"Google";"9734.398000000001";"0"
"2022-12-30";"TikTok";"278.954";"0"
"2022-12-31";"Facebook";"46486.48532760001";"0"
"2022-12-31";"Google";"9131.310000000001";"0"
"2022-12-31";"TikTok";"279.629";"0"
"2023-01-01";"CJ";"203.22815495999998";"0"
"2023-01-01";"Facebook";"43356.62575896";"0"
"2023-01-01";"Google";"8675.533";"0"
"2023-01-01";"TikTok";"279.629";"0"
"2023-01-02";"CJ";"1294.9747623000003";"0"
"2023-01-02";"Facebook";"17194.091774700006";"0"
"2023-01-02";"Google";"12842.717";"0"
"2023-01-02";"TikTok";"278.94100000000003";"0"
"2023-01-03";"CJ";"330.08349933";"0"
"2023-01-03";"Facebook";"26230.196555969997";"0"
"2023-01-03";"Google";"13297.55";"0"
"2023-01-03";"TikTok";"278.736";"0"
"2023-01-04";"CJ";"181.11135900000002";"0"
"2023-01-04";"Facebook";"36326.33695150001";"0"
"2023-01-04";"Google";"12394.306000000002";"0"
"2023-01-04";"TikTok";"279.007";"0"
"2023-01-05";"CJ";"322.92839465000003";"0"
"2023-01-05";"Facebook";"46254.81843164502";"0"
"2023-01-05";"Google";"12609.535";"0"
"2023-01-05";"TikTok";"265.74";"0"
"2023-01-06";"CJ";"320.35253250000005";"0"
"2023-01-06";"Facebook";"60822.84869325";"0"
"2023-01-06";"Google";"11620.419999999998";"0"
"2023-01-07";"CJ";"1049.3146692";"0"
"2023-01-07";"Facebook";"61355.65529240001";"0"
"2023-01-07";"Google";"10348.271";"0"
"2023-01-08";"CJ";"574.7449582";"0"
"2023-01-08";"Facebook";"51735.59059732";"0"
"2023-01-08";"Google";"13072.889";"0"
"2023-01-09";"CJ";"71.70746651";"0"
"2023-01-09";"Facebook";"66293.92024989";"0"
"2023-01-09";"Google";"13205.370000000003";"0"
"2023-01-10";"CJ";"1394.8631004000001";"0"
"2023-01-10";"Facebook";"80671.87305540006";"0"
"2023-01-10";"Google";"12642.576999999997";"0"
"2023-01-11";"CJ";"182.7956052";"0"
"2023-01-11";"Facebook";"73209.400321408";"0"
"2023-01-11";"Google";"14896.062";"0"
"2023-01-12";"CJ";"356.1192686999999";"0"
"2023-01-12";"Facebook";"7129.181543250003";"0"
"2023-01-12";"Google";"13682.947";"0"
"2023-01-13";"CJ";"1699.7115835";"0"
"2023-01-13";"Facebook";"43335.6631183";"0"
"2023-01-13";"Google";"10007.247";"0"
"2023-01-14";"CJ";"1294.1043015599998";"0"
"2023-01-14";"Facebook";"42304.663914588025";"0"
"2023-01-14";"Google";"11858.636";"0"
"2023-01-15";"CJ";"1764.22620832";"0"
"2023-01-15";"Facebook";"50109.82947151999";"0"
"2023-01-15";"Google";"14832.619999999999";"0"
"2023-01-16";"CJ";"761.3367276000001";"0"
"2023-01-16";"Facebook";"51459.50744145";"0"
"2023-01-16";"Google";"11789.190999999999";"0"
"2023-01-17";"CJ";"2865.4256752500005";"0"
"2023-01-17";"Facebook";"49356.44898015002";"0"
"2023-01-17";"Google";"10246.318";"0"
"2023-01-18";"CJ";"715.8498465999999";"0"
"2023-01-18";"Facebook";"48587.16668988002";"0"
"2023-01-18";"Google";"10765.214";"0"
"2023-01-19";"CJ";"211.74888448000002";"0"
"2023-01-19";"Facebook";"16255.862604239997";"0"
"2023-01-19";"Google";"8320.702";"0"
"2023-01-20";"CJ";"769.65598535";"0"
"2023-01-20";"Facebook";"13942.673741850005";"0"
"2023-01-20";"Google";"5813.882";"0"
"2023-01-21";"CJ";"510.86290848";"0"
"2023-01-21";"Facebook";"7986.42836288";"0"
"2023-01-21";"Google";"9516.07";"0"
"2023-01-22";"CJ";"375.27112079999995";"0"
"2023-01-22";"Facebook";"8721.424393439996";"0"
"2023-01-22";"Google";"9892.55";"0"
"2023-01-23";"CJ";"792.3437256000001";"0"
"2023-01-23";"Facebook";"8253.580474999999";"0"
"2023-01-23";"Google";"9062.970000000001";"0"
"2023-01-24";"CJ";"118.34548050000001";"0"
"2023-01-24";"Facebook";"8040.9667953";"0"
"2023-01-24";"Google";"13170.853";"0"
"2023-01-25";"CJ";"1826.9570307";"0"
"2023-01-25";"Facebook";"7989.894119714998";"0"
"2023-01-25";"Google";"13672.920999999998";"0"
"2023-01-26";"CJ";"828.950906";"0"
"2023-01-26";"Facebook";"8642.1194577";"0"
"2023-01-26";"Google";"18425.502";"0"
"2023-01-27";"CJ";"384.06876690000007";"0"
"2023-01-27";"Facebook";"9099.372460500002";"0"
"2023-01-27";"Google";"17103.492";"0"
"2023-01-28";"CJ";"784.0572082400001";"0"
"2023-01-28";"Facebook";"9294.376606924001";"0"
"2023-01-28";"Google";"19932.703";"0"
"2023-01-29";"CJ";"965.8631606000001";"0"
"2023-01-29";"Facebook";"10807.35936072";"0"
"2023-01-29";"Google";"19211.281000000003";"0"
"2023-01-30";"Facebook";"9673.014486150001";"0"
"2023-01-30";"Google";"15299.273";"0"
"2023-01-31";"CJ";"342.97836225000003";"0"
"2023-01-31";"Facebook";"8634.7274847";"0"
"2023-01-31";"Google";"12114.160999999996";"0"
"2023-02-01";"CJ";"612.7572078000001";"0"
"2023-02-01";"Facebook";"5863.992529499999";"0"
"2023-02-01";"Google";"6227.037";"0"
"2023-02-01";"TikTok";"287.02";"0"
"2023-02-02";"CJ";"1159.5689339";"0"
"2023-02-02";"Facebook";"5248.9600675500005";"0"
"2023-02-02";"Google";"7253.37";"0"
"2023-02-02";"TikTok";"480.425";"0"
"2023-02-03";"CJ";"736.2358298";"0"
"2023-02-03";"Facebook";"5660.6115606";"0"
"2023-02-03";"Google";"5176.3099999999995";"0"
"2023-02-03";"TikTok";"509.868";"0"
"2023-02-04";"CJ";"367.60093650000005";"0"
"2023-02-04";"Facebook";"6649.39990701";"0"
"2023-02-04";"Google";"6658.540000000001";"0"
"2023-02-04";"TikTok";"571.062";"0"
"2023-02-05";"CJ";"841.6321010999999";"0"
"2023-02-05";"Facebook";"6888.8520981";"0"
"2023-02-05";"Google";"6421.6720000000005";"0"
"2023-02-05";"TikTok";"571.062";"0"
"2023-02-06";"CJ";"841.9422704";"0"
"2023-02-06";"Facebook";"3418.6083393599993";"0"
"2023-02-06";"Google";"9246.009999999998";"0"
"2023-02-06";"TikTok";"569.505";"0"
"2023-02-07";"CJ";"699.412848";"0"
"2023-02-07";"Facebook";"4023.809541150003";"0"
"2023-02-07";"Google";"11060.6";"0"
"2023-02-07";"TikTok";"569.36";"0"
"2023-02-08";"CJ";"1196.64804285";"0"
"2023-02-08";"Facebook";"9570.09840066";"0"
"2023-02-08";"Google";"10994.76";"0"
"2023-02-08";"TikTok";"567.182";"0"
"2023-02-09";"CJ";"711.5769339000002";"0"
"2023-02-09";"Facebook";"4299.8551684899985";"0"
"2023-02-09";"Google";"14650.159999999996";"0"
"2023-02-09";"TikTok";"566.832";"0"
"2023-02-10";"CJ";"413.0903998";"0"
"2023-02-10";"Facebook";"3489.401953115002";"0"
"2023-02-10";"Google";"10224.76";"0"
"2023-02-10";"TikTok";"555.294";"0"
"2023-02-11";"CJ";"683.3262920999999";"0"
"2023-02-11";"Facebook";"5915.964185400004";"0"
"2023-02-11";"Google";"8675.005";"0"
"2023-02-11";"TikTok";"565.204";"0"
"2023-02-12";"CJ";"1152.4188312";"0"
"2023-02-12";"Facebook";"6912.4172992";"0"
"2023-02-12";"Google";"10199.32";"0"
"2023-02-12";"TikTok";"560.674";"0"
"2023-02-13";"CJ";"668.1459573000001";"0"
"2023-02-13";"Facebook";"5036.308723800001";"0"
"2023-02-13";"Google";"7980.46";"0"
"2023-02-13";"TikTok";"1080.762";"0"
"2023-02-14";"CJ";"1319.4948128";"0"
"2023-02-14";"Facebook";"14568.109579699998";"0"
"2023-02-14";"Google";"7547.61";"0"
"2023-02-14";"TikTok";"1112.443";"0"
"2023-02-15";"CJ";"510.94546025";"0"
"2023-02-15";"Facebook";"2812.435092900001";"0"
"2023-02-15";"Google";"8749.999999999998";"0"
"2023-02-15";"TikTok";"1531.7669999999998";"0"
"2023-02-16";"CJ";"1221.8593524999997";"0"
"2023-02-16";"Facebook";"10365.422842369999";"0"
"2023-02-16";"Google";"8158.530000000001";"0"
"2023-02-16";"TikTok";"1195.069";"0"
"2023-02-17";"CJ";"571.5415035";"0"
"2023-02-17";"Facebook";"13650.762348699995";"0"
"2023-02-17";"Google";"7621.15";"0"
"2023-02-17";"TikTok";"2222.272";"0"
"2023-02-18";"CJ";"961.8198649999998";"0"
"2023-02-18";"Facebook";"4606.412974999999";"0"
"2023-02-18";"Google";"9172.219000000001";"0"
"2023-02-18";"TikTok";"2224.169";"0"
"2023-02-19";"CJ";"2222.03048244";"0"
"2023-02-19";"Facebook";"12345.798261119999";"0"
"2023-02-19";"Google";"9342.528";"0"
"2023-02-19";"TikTok";"2368.5389999999998";"0"
"2023-02-20";"CJ";"1324.8353625";"0"
"2023-02-20";"Facebook";"13534.957062000003";"0"
"2023-02-20";"Google";"6786.75";"0"
"2023-02-20";"TikTok";"1882.798";"0"
"2023-02-21";"CJ";"1438.5756987500001";"0"
"2023-02-21";"Facebook";"25582.1650125";"0"
"2023-02-21";"Google";"6899.165000000001";"0"
"2023-02-21";"TikTok";"1862.4119999999998";"0"
"2023-02-22";"CJ";"1002.0562437499999";"0"
"2023-02-22";"Facebook";"25917.917494999994";"0"
"2023-02-22";"Google";"8819.683";"0"
"2023-02-22";"TikTok";"1870.7180000000003";"0"
"2023-02-23";"CJ";"628.4724768";"0"
"2023-02-23";"Facebook";"14974.4374664";"0"
"2023-02-23";"Google";"8917.494999999999";"0"
"2023-02-23";"TikTok";"1867.1329999999998";"0"
"2023-02-24";"CJ";"1341.01700513";"0"
"2023-02-24";"Facebook";"23536.301876999994";"0"
"2023-02-24";"Google";"10760.454";"0"
"2023-02-24";"TikTok";"1858.357";"0"
"2023-02-25";"CJ";"263.9650174";"0"
"2023-02-25";"Facebook";"31665.718267200005";"0"
"2023-02-25";"Google";"10420.762";"0"
"2023-02-25";"TikTok";"1872.318";"0"
"2023-02-26";"CJ";"1100.8378122000001";"0"
"2023-02-26";"Facebook";"38881.877267799995";"0"
"2023-02-26";"Google";"12472.340999999999";"0"
"2023-02-26";"TikTok";"1879.8709999999996";"0"
"2023-02-27";"CJ";"763.420519";"0"
"2023-02-27";"Facebook";"25150.138179100006";"0"
"2023-02-27";"Google";"10926.812999999998";"0"
"2023-02-27";"TikTok";"1832.9399999999998";"0"
"2023-02-28";"CJ";"617.256665";"0"
"2023-02-28";"Facebook";"52033.591864000016";"0"
"2023-02-28";"Google";"9864.537";"0"
"2023-02-28";"TikTok";"1863.757";"0"
"2023-03-01";"CJ";"1084.8526248";"0"
"2023-03-01";"Facebook";"42590.766872080014";"0"
"2023-03-01";"Google";"8766.401000000002";"0"
"2023-03-01";"TikTok";"1776.73";"0"
"2023-03-02";"Facebook";"27876.008608280004";"0"
"2023-03-02";"Google";"9882.471";"0"
"2023-03-02";"TikTok";"1881.109";"0"
"2023-03-03";"CJ";"806.1253663999998";"0"
"2023-03-03";"Facebook";"26144.101777600004";"0"
"2023-03-03";"Google";"8319.588";"0"
"2023-03-03";"TikTok";"1866.073";"0"
"2023-03-04";"CJ";"378.29460672000005";"0"
"2023-03-04";"Facebook";"28171.86494239999";"0"
"2023-03-04";"Google";"8591.667";"0"
"2023-03-04";"TikTok";"1871.6970000000001";"0"
"2023-03-05";"CJ";"537.11978848";"0"
"2023-03-05";"Facebook";"24188.165518400012";"0"
"2023-03-05";"Google";"9660.321";"0"
"2023-03-05";"TikTok";"779.501";"0"
"2023-03-06";"CJ";"224.48261549999998";"0"
"2023-03-06";"Facebook";"24295.82150060001";"0"
"2023-03-06";"Google";"7374.165000000001";"0"
"2023-03-06";"TikTok";"779.6099999999999";"0"
"2023-03-07";"CJ";"795.1129907499999";"0"
"2023-03-07";"Facebook";"29792.669714600004";"0"
"2023-03-07";"Google";"8471.852";"0"
"2023-03-07";"TikTok";"781.2430000000002";"0"
"2023-03-08";"CJ";"1736.883123";"0"
"2023-03-08";"Facebook";"32041.443112499994";"0"
"2023-03-08";"Google";"8115.671";"0"
"2023-03-08";"TikTok";"657.5360000000001";"0"
"2023-03-09";"CJ";"335.1025766000001";"0"
"2023-03-09";"Facebook";"50237.175229550005";"0"
"2023-03-09";"Google";"8184.397";"0"
"2023-03-09";"TikTok";"565.869";"0"
"2023-03-10";"CJ";"609.2320821";"0"
"2023-03-10";"Facebook";"22012.613074200006";"0"
"2023-03-10";"Google";"8731.557";"0"
"2023-03-10";"TikTok";"577.4699999999999";"0"
"2023-03-11";"CJ";"167.84154239999998";"0"
"2023-03-11";"Facebook";"30274.097085000005";"0"
"2023-03-11";"Google";"10112.034";"0"
"2023-03-11";"TikTok";"1107.604";"0"
"2023-03-12";"Facebook";"34615.2666852";"0"
"2023-03-12";"Google";"10881.672999999999";"0"
"2023-03-12";"TikTok";"1141.249";"0"
"2023-03-13";"CJ";"402.5521344";"0"
"2023-03-13";"Facebook";"36009.2216304";"0"
"2023-03-13";"Google";"10262.315999999999";"0"
"2023-03-13";"TikTok";"1134.597";"0"
"2023-03-14";"CJ";"126.86926625";"0"
"2023-03-14";"Facebook";"35113.421028199984";"0"
"2023-03-14";"Google";"10471.416000000001";"0"
"2023-03-14";"TikTok";"1057.4669999999999";"0"
"2023-03-15";"CJ";"2136.9999804";"0"
"2023-03-15";"Facebook";"46936.81908600001";"0"
"2023-03-15";"Google";"9912.356";"0"
"2023-03-15";"TikTok";"1115.816";"0"
"2023-03-16";"CJ";"804.3185173500001";"0"
"2023-03-16";"Facebook";"22914.23267715001";"0"
"2023-03-16";"Google";"9552.759999999998";"0"
"2023-03-16";"TikTok";"1118.245";"0"
"2023-03-17";"CJ";"677.1991074";"0"
"2023-03-17";"Facebook";"21329.262963900008";"0"
"2023-03-17";"Google";"9914.232";"0"
"2023-03-17";"TikTok";"1110.954";"0"
"2023-03-18";"CJ";"970.03072425";"0"
"2023-03-18";"Facebook";"30842.340273750007";"0"
"2023-03-18";"Google";"10521.179";"0"
"2023-03-18";"TikTok";"1126.04";"0"
"2023-03-19";"CJ";"1589.3979717";"0"
"2023-03-19";"Facebook";"28665.555305099995";"0"
"2023-03-19";"Google";"10758.014";"0"
"2023-03-19";"TikTok";"1143.334";"0"
"2023-03-20";"CJ";"1204.63391025";"0"
"2023-03-20";"Facebook";"53669.910257257005";"0"
"2023-03-20";"Google";"10110.668000000001";"0"
"2023-03-20";"TikTok";"1115.172";"0"
"2023-03-21";"CJ";"1394.4783294";"0"
"2023-03-21";"Facebook";"33163.754051415";"0"
"2023-03-21";"Google";"8972.479";"0"
"2023-03-21";"TikTok";"916.5239999999999";"0"
"2023-03-22";"CJ";"1903.1684361000002";"0"
"2023-03-22";"Facebook";"34482.17359449";"0"
"2023-03-22";"Google";"9325.957999999999";"0"
"2023-03-22";"TikTok";"2.004";"0"
"2023-03-23";"CJ";"1072.9831603500002";"0"
"2023-03-23";"Facebook";"25978.05300895501";"0"
"2023-03-23";"Google";"10433.448";"0"
"2023-03-23";"TikTok";"1116.054";"0"
"2023-03-24";"CJ";"539.9671331499999";"0"
"2023-03-24";"Facebook";"13418.085120500002";"0"
"2023-03-24";"Google";"4606.985000000001";"0"
"2023-03-24";"TikTok";"968.9250000000001";"0"
"2023-03-25";"CJ";"1068.2291116";"0"
"2023-03-25";"Facebook";"38866.41432123502";"0"
"2023-03-25";"Google";"5954.187999999998";"0"
"2023-03-25";"TikTok";"928.3649999999999";"0"
"2023-03-26";"CJ";"3014.4649720499997";"0"
"2023-03-26";"Facebook";"57894.52244620004";"0"
"2023-03-26";"Google";"6086.141";"0"
"2023-03-26";"TikTok";"968.926";"0"
"2023-03-27";"CJ";"789.03470513";"0"
"2023-03-27";"Facebook";"30454.488508569986";"0"
"2023-03-27";"Google";"5473.9259999999995";"0"
"2023-03-27";"TikTok";"0";"0"
"2023-03-28";"CJ";"1869.0301725";"0"
"2023-03-28";"Facebook";"45690.98417834999";"0"
"2023-03-28";"Google";"5232.253000000001";"0"
"2023-03-29";"CJ";"868.9057965";"0"
"2023-03-29";"Facebook";"46788.53357493001";"0"
"2023-03-29";"Google";"6151.742";"0"
"2023-03-30";"CJ";"1582.97577988";"0"
"2023-03-30";"Facebook";"41190.263955819";"0"
"2023-03-30";"Google";"6379.038";"0"
"2023-03-31";"CJ";"183.08826634";"0"
"2023-03-31";"Facebook";"44154.54499302";"0"
"2023-03-31";"Google";"8727.289";"0"
"2023-04-01";"CJ";"1845.71315136";"0"
"2023-04-01";"Facebook";"42018.72264952";"0"
"2023-04-01";"Google";"6649.009000000001";"0"
"2023-04-02";"CJ";"1137.58782344";"0"
"2023-04-02";"Facebook";"50186.93740964799";"0"
"2023-04-02";"Google";"7917.798999999999";"0"
"2023-04-03";"CJ";"181.22867839999998";"0"
"2023-04-03";"Facebook";"39571.219291999994";"0"
"2023-04-03";"Google";"5673.142";"0"
"2023-04-04";"CJ";"1273.9218164999997";"0"
"2023-04-04";"Facebook";"39085.73246549998";"0"
"2023-04-04";"Google";"6070.165000000001";"0"
"2023-04-05";"CJ";"1707.1896500000003";"0"
"2023-04-05";"Facebook";"46071.48486072499";"0"
"2023-04-05";"Google";"5781.179999999999";"0"
"2023-04-06";"CJ";"430.75382850000005";"0"
"2023-04-06";"Facebook";"39962.40178099999";"0"
"2023-04-06";"Google";"3897.348";"0"
"2023-04-06";"TikTok";"226.70499999999998";"0"
"2023-04-07";"CJ";"870.955176";"0"
"2023-04-07";"Facebook";"39448.550763999985";"0"
"2023-04-07";"Google";"10008.548";"0"
"2023-04-07";"TikTok";"1296.718";"0"
"2023-04-08";"CJ";"1113.7401654";"0"
"2023-04-08";"Facebook";"42893.50064743999";"0"
"2023-04-08";"Google";"9202.939";"0"
"2023-04-08";"TikTok";"1378.312";"0"
"2023-04-09";"CJ";"841.2401803199998";"0"
"2023-04-09";"Facebook";"42266.53311312001";"0"
"2023-04-09";"Google";"8321.952999999998";"0"
"2023-04-09";"TikTok";"1210.055";"0"
"2023-04-10";"CJ";"869.9791852500002";"0"
"2023-04-10";"Facebook";"33325.49923255002";"0"
"2023-04-10";"Google";"9864.616000000002";"0"
"2023-04-10";"TikTok";"1244.607";"0"
"2023-04-11";"CJ";"171.9273465";"0"
"2023-04-11";"Facebook";"36821.94640274998";"0"
"2023-04-11";"Google";"7966.987999999999";"0"
"2023-04-11";"TikTok";"1238.673";"0"
"2023-04-12";"CJ";"392.925942";"0"
"2023-04-12";"Facebook";"36325.68503136";"0"
"2023-04-12";"Google";"16207.241000000004";"0"
"2023-04-12";"TikTok";"796.9780000000001";"0"
"2023-04-13";"CJ";"775.0800411500002";"0"
"2023-04-13";"Facebook";"44028.72533554";"0"
"2023-04-13";"Google";"15160.371";"0"
"2023-04-13";"TikTok";"781.6650000000002";"0"
"2023-04-14";"CJ";"637.47924515";"0"
"2023-04-14";"Facebook";"36296.75247643502";"0"
"2023-04-14";"Google";"8060.715000000002";"0"
"2023-04-14";"TikTok";"755.489";"0"
"2023-04-15";"CJ";"1139.4395181599998";"0"
"2023-04-15";"Facebook";"35894.039155896";"0"
"2023-04-15";"Google";"9156.772";"0"
"2023-04-15";"TikTok";"568.871";"0"
"2023-04-16";"CJ";"107.96108179999999";"0"
"2023-04-16";"Facebook";"48289.98976235202";"0"
"2023-04-16";"Google";"10336.888";"0"
"2023-04-16";"TikTok";"229.428";"0"
"2023-04-17";"CJ";"1268.8341928000002";"0"
"2023-04-17";"Facebook";"55739.26850639998";"0"
"2023-04-17";"Google";"9277.281000000003";"0"
"2023-04-17";"TikTok";"226.701";"0"
"2023-04-18";"CJ";"1174.7105182500002";"0"
"2023-04-18";"Facebook";"48879.95812460002";"0"
"2023-04-18";"Google";"8920.067000000001";"0"
"2023-04-18";"TikTok";"196.772";"0"
"2023-04-19";"CJ";"358.42115680000006";"0"
"2023-04-19";"Facebook";"34586.71254410002";"0"
"2023-04-19";"Google";"6289.689999999999";"0"
"2023-04-20";"CJ";"1748.003526";"0"
"2023-04-20";"Facebook";"31257.90461520001";"0"
"2023-04-20";"Google";"6579.246999999999";"0"
"2023-04-21";"CJ";"1279.0688053";"0"
"2023-04-21";"Facebook";"32487.26439744501";"0"
"2023-04-21";"Google";"6842.433000000003";"0"
"2023-04-21";"TikTok";"226.13199999999995";"0"
"2023-04-22";"CJ";"500.1282144";"0"
"2023-04-22";"Facebook";"36293.56358831996";"0"
"2023-04-22";"Google";"6688.6990000000005";"0"
"2023-04-22";"TikTok";"228.40299999999996";"0"
"2023-04-23";"CJ";"1982.60703264";"0"
"2023-04-23";"Facebook";"40233.35961471997";"0"
"2023-04-23";"Google";"7051.993000000002";"0"
"2023-04-23";"TikTok";"228.402";"0"
"2023-04-24";"CJ";"1023.9300365999999";"0"
"2023-04-24";"Facebook";"31423.529626849995";"0"
"2023-04-24";"Google";"6974.53";"0"
"2023-04-24";"TikTok";"226.39100000000002";"0"
"2023-04-25";"CJ";"2574.2497249999997";"0"
"2023-04-25";"Facebook";"35528.64603525";"0"
"2023-04-25";"Google";"6945.606";"0"
"2023-04-25";"TikTok";"226.66200000000003";"0"
"2023-04-26";"CJ";"1081.55745315";"0"
"2023-04-26";"Facebook";"34884.68157825001";"0"
"2023-04-26";"Google";"6463.1849999999995";"0"
"2023-04-26";"TikTok";"225.945";"0"
"2023-04-27";"CJ";"486.01304340000013";"0"
"2023-04-27";"Facebook";"31812.559691000002";"0"
"2023-04-27";"Google";"7309.983999999999";"0"
"2023-04-27";"TikTok";"227.94799999999998";"0"
"2023-04-28";"CJ";"362.8897983";"0"
"2023-04-28";"Facebook";"40495.80196935";"0"
"2023-04-28";"Google";"5964.361000000001";"0"
"2023-04-28";"TikTok";"226.928";"0"
"2023-04-29";"CJ";"255.95433176";"0"
"2023-04-29";"Facebook";"42408.471829";"0"
"2023-04-29";"Google";"8043.59";"0"
"2023-04-29";"TikTok";"227.592";"0"
"2023-04-30";"CJ";"683.6053744399999";"0"
"2023-04-30";"Facebook";"51100.96418896002";"0"
"2023-04-30";"Google";"6652.205";"0"
"2023-04-30";"TikTok";"228.39";"0"
"2023-05-01";"CJ";"1309.1475783";"0"
"2023-05-01";"Facebook";"54614.20529033998";"0"
"2023-05-01";"Google";"7688.612";"0"
"2023-05-01";"TikTok";"225.08899999999997";"0"
"2023-05-02";"CJ";"57.10487960000001";"0"
"2023-05-02";"Facebook";"55142.80129100001";"0"
"2023-05-02";"Google";"9054.873";"0"
"2023-05-02";"TikTok";"226.517";"0"
"2023-05-03";"CJ";"176.55062567999997";"0"
"2023-05-03";"Facebook";"99843.32960527201";"0"
"2023-05-03";"Google";"6987.815";"0"
"2023-05-03";"TikTok";"226.779";"0"
"2023-05-04";"CJ";"852.9058425599999";"0"
"2023-05-04";"Facebook";"99706.71885127199";"0"
"2023-05-04";"Google";"6484.9360000000015";"0"
"2023-05-04";"TikTok";"221.21999999999997";"0"
"2023-05-05";"CJ";"1300.6650789";"0"
"2023-05-05";"Facebook";"86754.03401366997";"0"
"2023-05-05";"Google";"9768.508000000002";"0"
"2023-05-05";"TikTok";"225.08299999999997";"0"
"2023-05-06";"CJ";"596.4859485";"0"
"2023-05-06";"Facebook";"66362.99099534997";"0"
"2023-05-06";"Google";"8462.332";"0"
"2023-05-06";"TikTok";"229.11700000000005";"0"
"2023-05-07";"CJ";"792.8960894999999";"0"
"2023-05-07";"Facebook";"71233.931835";"0"
"2023-05-07";"Google";"10162.22";"0"
"2023-05-07";"TikTok";"229.003";"0"
"2023-05-08";"CJ";"1096.5240006000001";"0"
"2023-05-08";"Facebook";"68040.35482338004";"0"
"2023-05-08";"Google";"11281.15";"0"
"2023-05-08";"TikTok";"223.995";"0"
"2023-05-09";"CJ";"651.7536415";"0"
"2023-05-09";"Facebook";"61673.111195450016";"0"
"2023-05-09";"Google";"9447.650000000001";"0"
"2023-05-09";"TikTok";"97.987";"0"
"2023-05-10";"CJ";"1192.8103967999998";"0"
"2023-05-10";"Facebook";"54680.15180924999";"0"
"2023-05-10";"Google";"8660.428999999998";"0"
"2023-05-11";"CJ";"547.961108";"0"
"2023-05-11";"Facebook";"51221.38019115001";"0"
"2023-05-11";"Google";"6676.4619999999995";"0"
"2023-05-12";"CJ";"869.5099514999999";"0"
"2023-05-12";"Facebook";"52513.83557524998";"0"
"2023-05-12";"Google";"7130.234";"0"
"2023-05-13";"CJ";"298.77712959999997";"0"
"2023-05-13";"Facebook";"54114.8536141";"0"
"2023-05-13";"Google";"7322.425000000001";"0"
"2023-05-14";"Facebook";"56288.65162980005";"0"
"2023-05-14";"Google";"5915.101";"0"
"2023-05-15";"CJ";"421.5837135999999";"0"
"2023-05-15";"Facebook";"54461.47874999999";"0"
"2023-05-15";"Google";"7552.157999999999";"0"
"2023-05-16";"CJ";"1700.7398693999999";"0"
"2023-05-16";"Facebook";"53167.13186641998";"0"
"2023-05-16";"Google";"9037.334999999997";"0"
"2023-05-17";"CJ";"145.64641";"0"
"2023-05-17";"Facebook";"51821.37760065502";"0"
"2023-05-17";"Google";"6751.6590000000015";"0"
"2023-05-18";"CJ";"457.78014404999993";"0"
"2023-05-18";"Facebook";"40636.69470629995";"0"
"2023-05-18";"Google";"6475.479000000001";"0"
"2023-05-19";"CJ";"1770.9829104";"0"
"2023-05-19";"Facebook";"40534.84083781";"0"
"2023-05-19";"Google";"6447.607";"0"
"2023-05-20";"CJ";"436.86730079999995";"0"
"2023-05-20";"Facebook";"59310.57371759998";"0"
"2023-05-20";"Google";"5885.539000000001";"0"
