"Channel group";"Channel";"Days";"Marketing spend";"Compare range: Marketing spend"
"Social Paid";"Facebook";"2023-03-22";"34482.17359449";"0"
"Social Paid";"TikTok";"2023-03-22";"2.004";"0"
"Affiliate";"CJ";"2023-03-23";"1072.9831603500002";"0"
"Search Paid";"Google";"2023-03-23";"10433.448";"0"
"Social Paid";"Facebook";"2023-03-23";"25978.05300895501";"0"
"Social Paid";"TikTok";"2023-03-23";"1116.054";"0"
"Affiliate";"CJ";"2023-03-24";"539.9671331499999";"0"
"Search Paid";"Google";"2023-03-24";"4606.985000000001";"0"
"Social Paid";"Facebook";"2023-03-24";"13418.085120500002";"0"
"Social Paid";"TikTok";"2023-03-24";"968.9250000000001";"0"
"Affiliate";"CJ";"2023-03-25";"1068.2291116";"0"
"Search Paid";"Google";"2023-03-25";"5954.187999999998";"0"
"Social Paid";"Facebook";"2023-03-25";"38866.41432123502";"0"
"Social Paid";"TikTok";"2023-03-25";"928.3649999999999";"0"
"Affiliate";"CJ";"2023-03-26";"3014.4649720499997";"0"
"Search Paid";"Google";"2023-03-26";"6086.141";"0"
"Social Paid";"Facebook";"2023-03-26";"57894.52244620004";"0"
"Social Paid";"TikTok";"2023-03-26";"968.926";"0"
"Affiliate";"CJ";"2023-03-27";"789.03470513";"0"
"Search Paid";"Google";"2023-03-27";"5473.9259999999995";"0"
"Social Paid";"Facebook";"2023-03-27";"30454.488508569986";"0"
"Social Paid";"TikTok";"2023-03-27";"0";"0"
"Affiliate";"CJ";"2023-03-28";"1869.0301725";"0"
"Search Paid";"Google";"2023-03-28";"5232.253000000001";"0"
"Social Paid";"Facebook";"2023-03-28";"45690.98417834999";"0"
"Affiliate";"CJ";"2023-03-29";"868.9057965";"0"
"Search Paid";"Google";"2023-03-29";"6151.742";"0"
"Social Paid";"Facebook";"2023-03-29";"46788.53357493001";"0"
"Affiliate";"CJ";"2023-03-30";"1582.97577988";"0"
"Search Paid";"Google";"2023-03-30";"6379.038";"0"
"Social Paid";"Facebook";"2023-03-30";"41190.263955819";"0"
"Affiliate";"CJ";"2023-03-31";"183.08826634";"0"
"Search Paid";"Google";"2023-03-31";"8727.289";"0"
"Social Paid";"Facebook";"2023-03-31";"44154.54499302";"0"
"Affiliate";"CJ";"2023-04-01";"1845.71315136";"0"
"Search Paid";"Google";"2023-04-01";"6649.009000000001";"0"
"Social Paid";"Facebook";"2023-04-01";"42018.72264952";"0"
"Affiliate";"CJ";"2023-04-02";"1137.58782344";"0"
"Search Paid";"Google";"2023-04-02";"7917.798999999999";"0"
"Social Paid";"Facebook";"2023-04-02";"50186.93740964799";"0"
"Affiliate";"CJ";"2023-04-03";"181.22867839999998";"0"
"Search Paid";"Google";"2023-04-03";"5673.142";"0"
"Social Paid";"Facebook";"2023-04-03";"39571.219291999994";"0"
"Affiliate";"CJ";"2023-04-04";"1273.9218164999997";"0"
"Search Paid";"Google";"2023-04-04";"6070.165000000001";"0"
"Social Paid";"Facebook";"2023-04-04";"39085.73246549998";"0"
"Affiliate";"CJ";"2023-04-05";"1707.1896500000003";"0"
"Search Paid";"Google";"2023-04-05";"5781.179999999999";"0"
"Social Paid";"Facebook";"2023-04-05";"46071.48486072499";"0"
"Affiliate";"CJ";"2023-04-06";"430.75382850000005";"0"
"Search Paid";"Google";"2023-04-06";"3897.348";"0"
"Social Paid";"Facebook";"2023-04-06";"39962.40178099999";"0"
"Social Paid";"TikTok";"2023-04-06";"226.70499999999998";"0"
"Affiliate";"CJ";"2023-04-07";"870.955176";"0"
"Search Paid";"Google";"2023-04-07";"10008.548";"0"
"Social Paid";"Facebook";"2023-04-07";"39448.550763999985";"0"
"Social Paid";"TikTok";"2023-04-07";"1296.718";"0"
"Affiliate";"CJ";"2023-04-08";"1113.7401654";"0"
"Search Paid";"Google";"2023-04-08";"9202.939";"0"
"Social Paid";"Facebook";"2023-04-08";"42893.50064743999";"0"
"Social Paid";"TikTok";"2023-04-08";"1378.312";"0"
"Affiliate";"CJ";"2023-04-09";"841.2401803199998";"0"
"Search Paid";"Google";"2023-04-09";"8321.952999999998";"0"
"Social Paid";"Facebook";"2023-04-09";"42266.53311312001";"0"
"Social Paid";"TikTok";"2023-04-09";"1210.055";"0"
"Affiliate";"CJ";"2023-04-10";"869.9791852500002";"0"
"Search Paid";"Google";"2023-04-10";"9864.616000000002";"0"
"Social Paid";"Facebook";"2023-04-10";"33325.49923255002";"0"
"Social Paid";"TikTok";"2023-04-10";"1244.607";"0"
"Affiliate";"CJ";"2023-04-11";"171.9273465";"0"
"Search Paid";"Google";"2023-04-11";"7966.987999999999";"0"
"Social Paid";"Facebook";"2023-04-11";"36821.94640274998";"0"
"Social Paid";"TikTok";"2023-04-11";"1238.673";"0"
"Affiliate";"CJ";"2023-04-12";"392.925942";"0"
"Search Paid";"Google";"2023-04-12";"16207.241000000004";"0"
"Social Paid";"Facebook";"2023-04-12";"36325.68503136";"0"
"Social Paid";"TikTok";"2023-04-12";"796.9780000000001";"0"
"Affiliate";"CJ";"2023-04-13";"775.0800411500002";"0"
"Search Paid";"Google";"2023-04-13";"15160.371";"0"
"Social Paid";"Facebook";"2023-04-13";"44028.72533554";"0"
"Social Paid";"TikTok";"2023-04-13";"781.6650000000002";"0"
"Affiliate";"CJ";"2023-04-14";"637.47924515";"0"
"Search Paid";"Google";"2023-04-14";"8060.715000000002";"0"
"Social Paid";"Facebook";"2023-04-14";"36296.75247643502";"0"
"Social Paid";"TikTok";"2023-04-14";"755.489";"0"
"Affiliate";"CJ";"2023-04-15";"1139.4395181599998";"0"
"Search Paid";"Google";"2023-04-15";"9156.772";"0"
"Social Paid";"Facebook";"2023-04-15";"35894.039155896";"0"
"Social Paid";"TikTok";"2023-04-15";"568.871";"0"
"Affiliate";"CJ";"2023-04-16";"107.96108179999999";"0"
"Search Paid";"Google";"2023-04-16";"10336.888";"0"
"Social Paid";"Facebook";"2023-04-16";"48289.98976235202";"0"
"Social Paid";"TikTok";"2023-04-16";"229.428";"0"
"Affiliate";"CJ";"2023-04-17";"1268.8341928000002";"0"
"Search Paid";"Google";"2023-04-17";"9277.281000000003";"0"
"Social Paid";"Facebook";"2023-04-17";"55739.26850639998";"0"
"Social Paid";"TikTok";"2023-04-17";"226.701";"0"
"Affiliate";"CJ";"2023-04-18";"1174.7105182500002";"0"
"Search Paid";"Google";"2023-04-18";"8920.067000000001";"0"
"Social Paid";"Facebook";"2023-04-18";"48879.95812460002";"0"
"Social Paid";"TikTok";"2023-04-18";"196.772";"0"
"Affiliate";"CJ";"2023-04-19";"358.42115680000006";"0"
"Search Paid";"Google";"2023-04-19";"6289.689999999999";"0"
"Social Paid";"Facebook";"2023-04-19";"34586.71254410002";"0"
"Affiliate";"CJ";"2023-04-20";"1748.003526";"0"
"Search Paid";"Google";"2023-04-20";"6579.246999999999";"0"
"Social Paid";"Facebook";"2023-04-20";"31257.90461520001";"0"
"Affiliate";"CJ";"2023-04-21";"1279.0688053";"0"
"Search Paid";"Google";"2023-04-21";"6842.433000000003";"0"
"Social Paid";"Facebook";"2023-04-21";"32487.26439744501";"0"
"Social Paid";"TikTok";"2023-04-21";"226.13199999999995";"0"
"Affiliate";"CJ";"2023-04-22";"500.1282144";"0"
"Search Paid";"Google";"2023-04-22";"6688.6990000000005";"0"
"Social Paid";"Facebook";"2023-04-22";"36293.56358831996";"0"
"Social Paid";"TikTok";"2023-04-22";"228.40299999999996";"0"
"Affiliate";"CJ";"2023-04-23";"1982.60703264";"0"
"Search Paid";"Google";"2023-04-23";"7051.993000000002";"0"
"Social Paid";"Facebook";"2023-04-23";"40233.35961471997";"0"
"Social Paid";"TikTok";"2023-04-23";"228.402";"0"
"Affiliate";"CJ";"2023-04-24";"1023.9300365999999";"0"
"Search Paid";"Google";"2023-04-24";"6974.53";"0"
"Social Paid";"Facebook";"2023-04-24";"31423.529626849995";"0"
"Social Paid";"TikTok";"2023-04-24";"226.39100000000002";"0"
"Affiliate";"CJ";"2023-04-25";"2574.2497249999997";"0"
"Search Paid";"Google";"2023-04-25";"6945.606";"0"
"Social Paid";"Facebook";"2023-04-25";"35528.64603525";"0"
"Social Paid";"TikTok";"2023-04-25";"226.66200000000003";"0"
"Affiliate";"CJ";"2023-04-26";"1081.55745315";"0"
"Search Paid";"Google";"2023-04-26";"6463.1849999999995";"0"
"Social Paid";"Facebook";"2023-04-26";"34884.68157825001";"0"
"Social Paid";"TikTok";"2023-04-26";"225.945";"0"
"Affiliate";"CJ";"2023-04-27";"486.01304340000013";"0"
"Search Paid";"Google";"2023-04-27";"7309.983999999999";"0"
"Social Paid";"Facebook";"2023-04-27";"31812.559691000002";"0"
"Social Paid";"TikTok";"2023-04-27";"227.94799999999998";"0"
"Affiliate";"CJ";"2023-04-28";"362.8897983";"0"
"Search Paid";"Google";"2023-04-28";"5964.361000000001";"0"
"Social Paid";"Facebook";"2023-04-28";"40495.80196935";"0"
"Social Paid";"TikTok";"2023-04-28";"226.928";"0"
"Affiliate";"CJ";"2023-04-29";"255.95433176";"0"
"Search Paid";"Google";"2023-04-29";"8043.59";"0"
"Social Paid";"Facebook";"2023-04-29";"42408.471829";"0"
"Social Paid";"TikTok";"2023-04-29";"227.592";"0"
"Affiliate";"CJ";"2023-04-30";"683.6053744399999";"0"
"Search Paid";"Google";"2023-04-30";"6652.205";"0"
"Social Paid";"Facebook";"2023-04-30";"51100.96418896002";"0"
"Social Paid";"TikTok";"2023-04-30";"228.39";"0"
"Affiliate";"CJ";"2023-05-01";"1309.1475783";"0"
"Search Paid";"Google";"2023-05-01";"7688.612";"0"
"Social Paid";"Facebook";"2023-05-01";"54614.20529033998";"0"
"Social Paid";"TikTok";"2023-05-01";"225.08899999999997";"0"
"Affiliate";"CJ";"2023-05-02";"57.10487960000001";"0"
"Search Paid";"Google";"2023-05-02";"9054.873";"0"
"Social Paid";"Facebook";"2023-05-02";"55142.80129100001";"0"
"Social Paid";"TikTok";"2023-05-02";"226.517";"0"
"Affiliate";"CJ";"2023-05-03";"176.55062567999997";"0"
"Search Paid";"Google";"2023-05-03";"6987.815";"0"
"Social Paid";"Facebook";"2023-05-03";"99843.32960527201";"0"
"Social Paid";"TikTok";"2023-05-03";"226.779";"0"
"Affiliate";"CJ";"2023-05-04";"852.9058425599999";"0"
"Search Paid";"Google";"2023-05-04";"6484.9360000000015";"0"
"Social Paid";"Facebook";"2023-05-04";"99706.71885127199";"0"
"Social Paid";"TikTok";"2023-05-04";"221.21999999999997";"0"
"Affiliate";"CJ";"2023-05-05";"1300.6650789";"0"
"Search Paid";"Google";"2023-05-05";"9768.508000000002";"0"
"Social Paid";"Facebook";"2023-05-05";"86754.03401366997";"0"
"Social Paid";"TikTok";"2023-05-05";"225.08299999999997";"0"
"Affiliate";"CJ";"2023-05-06";"596.4859485";"0"
"Search Paid";"Google";"2023-05-06";"8462.332";"0"
"Social Paid";"Facebook";"2023-05-06";"66362.99099534997";"0"
"Social Paid";"TikTok";"2023-05-06";"229.11700000000005";"0"
"Affiliate";"CJ";"2023-05-07";"792.8960894999999";"0"
"Search Paid";"Google";"2023-05-07";"10162.22";"0"
"Social Paid";"Facebook";"2023-05-07";"71233.931835";"0"
"Social Paid";"TikTok";"2023-05-07";"229.003";"0"
"Affiliate";"CJ";"2023-05-08";"1096.5240006000001";"0"
"Search Paid";"Google";"2023-05-08";"11281.15";"0"
"Social Paid";"Facebook";"2023-05-08";"68040.35482338004";"0"
"Social Paid";"TikTok";"2023-05-08";"223.995";"0"
"Affiliate";"CJ";"2023-05-09";"651.7536415";"0"
"Search Paid";"Google";"2023-05-09";"9447.650000000001";"0"
"Social Paid";"Facebook";"2023-05-09";"61673.111195450016";"0"
"Social Paid";"TikTok";"2023-05-09";"97.987";"0"
"Affiliate";"CJ";"2023-05-10";"1192.8103967999998";"0"
"Search Paid";"Google";"2023-05-10";"8660.428999999998";"0"
"Social Paid";"Facebook";"2023-05-10";"54680.15180924999";"0"
"Affiliate";"CJ";"2023-05-11";"547.961108";"0"
"Search Paid";"Google";"2023-05-11";"6676.4619999999995";"0"
"Social Paid";"Facebook";"2023-05-11";"51221.38019115001";"0"
"Affiliate";"CJ";"2023-05-12";"869.5099514999999";"0"
"Search Paid";"Google";"2023-05-12";"7130.234";"0"
"Social Paid";"Facebook";"2023-05-12";"52513.83557524998";"0"
"Affiliate";"CJ";"2023-05-13";"298.77712959999997";"0"
"Search Paid";"Google";"2023-05-13";"7322.425000000001";"0"
"Social Paid";"Facebook";"2023-05-13";"54114.8536141";"0"
"Search Paid";"Google";"2023-05-14";"5915.101";"0"
"Social Paid";"Facebook";"2023-05-14";"56288.65162980005";"0"
"Affiliate";"CJ";"2023-05-15";"421.5837135999999";"0"
"Search Paid";"Google";"2023-05-15";"7552.157999999999";"0"
"Social Paid";"Facebook";"2023-05-15";"54461.47874999999";"0"
"Affiliate";"CJ";"2023-05-16";"1700.7398693999999";"0"
"Search Paid";"Google";"2023-05-16";"9037.334999999997";"0"
"Social Paid";"Facebook";"2023-05-16";"53167.13186641998";"0"
"Affiliate";"CJ";"2023-05-17";"145.64641";"0"
"Search Paid";"Google";"2023-05-17";"6751.6590000000015";"0"
"Social Paid";"Facebook";"2023-05-17";"51821.37760065502";"0"
"Affiliate";"CJ";"2023-05-18";"457.78014404999993";"0"
"Search Paid";"Google";"2023-05-18";"6475.479000000001";"0"
"Social Paid";"Facebook";"2023-05-18";"40636.69470629995";"0"
"Affiliate";"CJ";"2023-05-19";"1770.9829104";"0"
"Search Paid";"Google";"2023-05-19";"6447.607";"0"
"Social Paid";"Facebook";"2023-05-19";"40534.84083781";"0"
"Affiliate";"CJ";"2023-05-20";"436.86730079999995";"0"
"Search Paid";"Google";"2023-05-20";"5885.539000000001";"0"
"Social Paid";"Facebook";"2023-05-20";"59310.57371759998";"0"
"Search Paid";"Google";"2023-05-21";"6860.413999999999";"0"
"Social Paid";"Facebook";"2023-05-21";"37935.174646800006";"0"
"Affiliate";"CJ";"2023-05-22";"649.5573912";"0"
"Search Paid";"Google";"2023-05-22";"7029.0779999999995";"0"
"Social Paid";"Facebook";"2023-05-22";"33675.67105295998";"0"
"Affiliate";"CJ";"2023-05-23";"526.8775792";"0"
"Search Paid";"Google";"2023-05-23";"8215.718";"0"
"Social Paid";"Facebook";"2023-05-23";"34807.558358359995";"0"
"Affiliate";"CJ";"2023-05-24";"1329.0544652";"0"
"Search Paid";"Google";"2023-05-24";"7214.213000000001";"0"
"Social Paid";"Facebook";"2023-05-24";"42841.592990427016";"0"
"Affiliate";"CJ";"2023-05-25";"989.5067136";"0"
"Search Paid";"Google";"2023-05-25";"8947.353";"0"
"Social Paid";"Facebook";"2023-05-25";"45337.42389200999";"0"
"Affiliate";"CJ";"2023-05-26";"220.25451599999994";"0"
"Search Paid";"Google";"2023-05-26";"9034.919000000002";"0"
"Social Paid";"Facebook";"2023-05-26";"49710.02988171002";"0"
"Affiliate";"CJ";"2023-05-27";"192.46969119999997";"0"
"Search Paid";"Google";"2023-05-27";"7781.133";"0"
"Social Paid";"Facebook";"2023-05-27";"55297.83983023995";"0"
"Affiliate";"CJ";"2023-05-28";"649.3148851999998";"0"
"Search Paid";"Google";"2023-05-28";"9190.195";"0"
"Social Paid";"Facebook";"2023-05-28";"55262.90333741598";"0"
"Search Paid";"Google";"2023-05-29";"9438.526000000002";"0"
"Social Paid";"Facebook";"2023-05-29";"56322.90971643699";"0"
"Affiliate";"CJ";"2023-05-30";"379.097425";"0"
"Search Paid";"Google";"2023-05-30";"7612.340999999999";"0"
"Social Paid";"Facebook";"2023-05-30";"49624.61112734999";"0"
"Affiliate";"CJ";"2023-05-31";"1919.9706929999998";"0"
"Search Paid";"Google";"2023-05-31";"7893.540000000001";"0"
"Social Paid";"Facebook";"2023-05-31";"50295.36879539999";"0"
"Affiliate";"CJ";"2023-06-01";"560.3635107";"0"
"Search Paid";"Google";"2023-06-01";"6887.382";"0"
"Social Paid";"Facebook";"2023-06-01";"51062.82661605";"0"
"Affiliate";"CJ";"2023-06-02";"2458.9956997";"0"
"Search Paid";"Google";"2023-06-02";"7629.716";"0"
"Social Paid";"Facebook";"2023-06-02";"48782.557201400006";"0"
"Affiliate";"CJ";"2023-06-03";"555.1767456";"0"
"Search Paid";"Google";"2023-06-03";"7043.312999999999";"0"
"Social Paid";"Facebook";"2023-06-03";"55251.75137951998";"0"
"Affiliate";"CJ";"2023-06-04";"1140.6282624";"0"
"Search Paid";"Google";"2023-06-04";"7665.955";"0"
"Social Paid";"Facebook";"2023-06-04";"51642.70067844002";"0"
"Affiliate";"CJ";"2023-06-05";"1226.3449248000002";"0"
"Search Paid";"Google";"2023-06-05";"8144.021999999999";"0"
"Social Paid";"Facebook";"2023-06-05";"26128.46512890001";"0"
"Affiliate";"CJ";"2023-06-06";"2203.2658065000005";"0"
"Search Paid";"Google";"2023-06-06";"8078.685";"0"
"Social Paid";"Facebook";"2023-06-06";"47696.13577622703";"0"
"Search Paid";"Google";"2023-06-07";"7188.9529999999995";"0"
"Social Paid";"Facebook";"2023-06-07";"75099.84947553";"0"
"Affiliate";"CJ";"2023-06-08";"1237.1452729500002";"0"
"Search Paid";"Google";"2023-06-08";"6838.927000000001";"0"
"Social Paid";"Facebook";"2023-06-08";"42606.35640203999";"0"
"Affiliate";"CJ";"2023-06-09";"2692.0500012";"0"
"Search Paid";"Google";"2023-06-09";"6347.746";"0"
"Social Paid";"Facebook";"2023-06-09";"40116.62660147999";"0"
"Affiliate";"CJ";"2023-06-10";"984.7292924999999";"0"
"Search Paid";"Google";"2023-06-10";"6778.014000000001";"0"
"Social Paid";"Facebook";"2023-06-10";"41515.872984449976";"0"
"Affiliate";"CJ";"2023-06-11";"2540.57621472";"0"
"Search Paid";"Google";"2023-06-11";"8085.027";"0"
"Social Paid";"Facebook";"2023-06-11";"41520.90512160001";"0"
"Affiliate";"CJ";"2023-06-12";"1737.6906129";"0"
"Search Paid";"Google";"2023-06-12";"8598.106";"0"
"Social Paid";"Facebook";"2023-06-12";"39898.360950299975";"0"
"Affiliate";"CJ";"2023-06-13";"1208.4030552000002";"0"
"Search Paid";"Google";"2023-06-13";"7776.212999999998";"0"
"Social Paid";"Facebook";"2023-06-13";"38876.83416996001";"0"
"Affiliate";"CJ";"2023-06-14";"1222.1985287500002";"0"
"Search Paid";"Google";"2023-06-14";"7129.072";"0"
"Social Paid";"Facebook";"2023-06-14";"37033.972825700024";"0"
"Affiliate";"CJ";"2023-06-15";"2102.161512";"0"
"Search Paid";"Google";"2023-06-15";"7887.02";"0"
"Social Paid";"Facebook";"2023-06-15";"37414.04160820004";"0"
"Affiliate";"CJ";"2023-06-16";"1263.25777608";"0"
"Search Paid";"Google";"2023-06-16";"6347.361999999999";"0"
"Social Paid";"Facebook";"2023-06-16";"37356.957451932";"0"
"Affiliate";"CJ";"2023-06-17";"1585.4794275";"0"
"Search Paid";"Google";"2023-06-17";"7831.800000000001";"0"
"Social Paid";"Facebook";"2023-06-17";"38629.92622299999";"0"
"Affiliate";"CJ";"2023-06-18";"2310.4704224999996";"0"
"Search Paid";"Google";"2023-06-18";"8975.43";"0"
"Social Paid";"Facebook";"2023-06-18";"40090.1316275";"0"
"Affiliate";"CJ";"2023-06-19";"2044.4318093999996";"0"
"Search Paid";"Google";"2023-06-19";"7693.057";"0"
"Social Paid";"Facebook";"2023-06-19";"38995.90454729998";"0"
"Affiliate";"CJ";"2023-06-20";"869.7078654";"0"
"Search Paid";"Google";"2023-06-20";"9358.27";"0"
"Social Paid";"Facebook";"2023-06-20";"40528.795852619965";"0"
"Affiliate";"CJ";"2023-06-21";"2167.1713596";"0"
"Search Paid";"Google";"2023-06-21";"5819.321";"0"
"Social Paid";"Facebook";"2023-06-21";"41471.49492";"0"
"Affiliate";"CJ";"2023-06-22";"2502.2871486800004";"0"
"Search Paid";"Google";"2023-06-22";"5977.882";"0"
"Social Paid";"Facebook";"2023-06-22";"40055.58518900402";"0"
"Affiliate";"CJ";"2023-06-23";"2245.6718284";"0"
"Search Paid";"Google";"2023-06-23";"4955.110999999999";"0"
"Social Paid";"Facebook";"2023-06-23";"40926.16611083001";"0"
"Affiliate";"CJ";"2023-06-24";"1482.2195219999999";"0"
"Search Paid";"Google";"2023-06-24";"5418.281000000001";"0"
"Social Paid";"Facebook";"2023-06-24";"42850.4537979";"0"
"Affiliate";"CJ";"2023-06-25";"1057.54899315";"0"
"Search Paid";"Google";"2023-06-25";"5585.106000000001";"0"
"Social Paid";"Facebook";"2023-06-25";"38082.49759404997";"0"
"Affiliate";"CJ";"2023-06-26";"758.1917671799999";"0"
"Search Paid";"Google";"2023-06-26";"6889.35";"0"
"Social Paid";"Facebook";"2023-06-26";"37315.314611408976";"0"
"Affiliate";"CJ";"2023-06-27";"1151.5386402";"0"
"Search Paid";"Google";"2023-06-27";"5418.43";"0"
"Social Paid";"Facebook";"2023-06-27";"35738.7783774";"0"
"Affiliate";"CJ";"2023-06-28";"1370.360862";"0"
"Search Paid";"Google";"2023-06-28";"6489.780000000001";"0"
"Social Paid";"Facebook";"2023-06-28";"35789.58558060004";"0"
"Affiliate";"CJ";"2023-06-29";"317.9993082";"0"
"Search Paid";"Google";"2023-06-29";"5426.98";"0"
"Social Paid";"Facebook";"2023-06-29";"33150.89788100296";"0"
"Affiliate";"CJ";"2023-06-30";"1737.0010980000002";"0"
"Search Paid";"Google";"2023-06-30";"6130.673";"0"
"Social Paid";"Facebook";"2023-06-30";"31558.884966000012";"0"
"Affiliate";"CJ";"2023-07-01";"1564.7918122400001";"0"
"Search Paid";"Google";"2023-07-01";"7088.502";"0"
"Social Paid";"Facebook";"2023-07-01";"31102.529549120012";"0"
"Affiliate";"CJ";"2023-07-02";"1526.6653754";"0"
"Search Paid";"Google";"2023-07-02";"6985.279999999999";"0"
"Social Paid";"Facebook";"2023-07-02";"26457.267564439993";"0"
"Affiliate";"CJ";"2023-07-03";"1841.8982850000002";"0"
"Search Paid";"Google";"2023-07-03";"7450.33";"0"
"Social Paid";"Facebook";"2023-07-03";"32611.832412750002";"0"
"Affiliate";"CJ";"2023-07-04";"2745.43852495";"0"
"Search Paid";"Google";"2023-07-04";"7793.3899999999985";"0"
"Social Paid";"Facebook";"2023-07-04";"32779.062261";"0"
"Affiliate";"CJ";"2023-07-05";"638.524878";"0"
"Search Paid";"Google";"2023-07-05";"8045.522999999999";"0"
"Social Paid";"Facebook";"2023-07-05";"30858.56788199998";"0"
"Affiliate";"CJ";"2023-07-06";"2638.7169173400002";"0"
"Search Paid";"Google";"2023-07-06";"7144.542";"0"
"Social Paid";"Facebook";"2023-07-06";"30654.371078583004";"0"
"Affiliate";"CJ";"2023-07-07";"1055.256307";"0"
"Search Paid";"Google";"2023-07-07";"7974.045999999999";"0"
"Social Paid";"Facebook";"2023-07-07";"31932.845133000006";"0"
"Affiliate";"CJ";"2023-07-08";"1117.0673145";"0"
"Search Paid";"Google";"2023-07-08";"11180.957";"0"
"Social Paid";"Facebook";"2023-07-08";"33645.985272000005";"0"
"Affiliate";"CJ";"2023-07-09";"1771.04099068";"0"
"Search Paid";"Google";"2023-07-09";"11431.345000000001";"0"
"Social Paid";"Facebook";"2023-07-09";"37366.07574868";"0"
"Affiliate";"CJ";"2023-07-10";"2148.89618125";"0"
"Search Paid";"Google";"2023-07-10";"12289.163";"0"
"Social Paid";"Facebook";"2023-07-10";"36937.92655525";"0"
"Affiliate";"CJ";"2023-07-11";"851.1109209";"0"
"Search Paid";"Google";"2023-07-11";"11638.975";"0"
"Social Paid";"Facebook";"2023-07-11";"34631.62390863001";"0"
"Affiliate";"CJ";"2023-07-12";"791.4567690499999";"0"
"Search Paid";"Google";"2023-07-12";"9945.45";"0"
"Social Paid";"Facebook";"2023-07-12";"41414.18902175";"0"
"Affiliate";"CJ";"2023-07-13";"3073.4566995";"0"
"Search Paid";"Google";"2023-07-13";"10713.128";"0"
"Social Paid";"Facebook";"2023-07-13";"36442.844345000005";"0"
"Affiliate";"CJ";"2023-07-14";"939.6522867";"0"
"Search Paid";"Google";"2023-07-14";"8395.434";"0"
"Social Paid";"Facebook";"2023-07-14";"32619.474565500008";"0"
"Affiliate";"CJ";"2023-07-15";"1121.8731679999999";"0"
"Search Paid";"Google";"2023-07-15";"8521.368";"0"
"Social Paid";"Facebook";"2023-07-15";"32693.503839749992";"0"
"Affiliate";"CJ";"2023-07-16";"1570.4805487500003";"0"
"Search Paid";"Google";"2023-07-16";"11569.949999999999";"0"
"Social Paid";"Facebook";"2023-07-16";"34814.33890450001";"0"
"Affiliate";"CJ";"2023-07-17";"1538.3198319";"0"
"Search Paid";"Google";"2023-07-17";"8574.345";"0"
"Social Paid";"Facebook";"2023-07-17";"33579.5762213";"0"
"Affiliate";"CJ";"2023-07-18";"526.1135512500001";"0"
"Search Paid";"Google";"2023-07-18";"8198.338";"0"
"Social Paid";"Facebook";"2023-07-18";"32010.169833825";"0"
"Affiliate";"CJ";"2023-07-19";"1077.01473825";"0"
"Search Paid";"Google";"2023-07-19";"6608.897";"0"
"Social Paid";"Facebook";"2023-07-19";"33661.03315725";"0"
"Affiliate";"CJ";"2023-07-20";"2406.64196955";"0"
"Search Paid";"Google";"2023-07-20";"7690.429000000001";"0"
"Social Paid";"Facebook";"2023-07-20";"32651.627503950003";"0"
"Affiliate";"CJ";"2023-07-21";"708.1924816000001";"0"
"Search Paid";"Google";"2023-07-21";"7381.581999999999";"0"
"Social Paid";"Facebook";"2023-07-21";"35367.322927680005";"0"
"Affiliate";"CJ";"2023-07-22";"1640.65651524";"0"
"Search Paid";"Google";"2023-07-22";"5923.924999999999";"0"
"Social Paid";"Facebook";"2023-07-22";"35186.83726608001";"0"
"Affiliate";"CJ";"2023-07-23";"1145.47579272";"0"
"Search Paid";"Google";"2023-07-23";"6716.973";"0"
"Social Paid";"Facebook";"2023-07-23";"35856.57361176";"0"
"Affiliate";"CJ";"2023-07-24";"585.0925642799998";"0"
"Search Paid";"Google";"2023-07-24";"7624.523999999999";"0"
"Social Paid";"Facebook";"2023-07-24";"34890.832786745996";"0"
"Affiliate";"CJ";"2023-07-25";"823.2281531999997";"0"
"Search Paid";"Google";"2023-07-25";"8412.723";"0"
"Social Paid";"Facebook";"2023-07-25";"33813.427799479985";"0"
"Affiliate";"CJ";"2023-07-26";"2881.4332074";"0"
"Search Paid";"Google";"2023-07-26";"5747.308999999999";"0"
"Social Paid";"Facebook";"2023-07-26";"33966.794251219995";"0"
"Affiliate";"CJ";"2023-07-27";"524.0821109999999";"0"
"Search Paid";"Google";"2023-07-27";"7546.975";"0"
"Social Paid";"Facebook";"2023-07-27";"33803.5035525";"0"
"Affiliate";"CJ";"2023-07-28";"1098.9353976999998";"0"
"Search Paid";"Google";"2023-07-28";"5087.267";"0"
"Social Paid";"Facebook";"2023-07-28";"35165.19603345";"0"
"Affiliate";"CJ";"2023-07-29";"1527.4372844499999";"0"
"Search Paid";"Google";"2023-07-29";"6172.374999999999";"0"
"Social Paid";"Facebook";"2023-07-29";"39675.54995151002";"0"
"Affiliate";"CJ";"2023-07-30";"1555.5962125";"0"
"Search Paid";"Google";"2023-07-30";"5994.24";"0"
"Social Paid";"Facebook";"2023-07-30";"39583.12117045";"0"
"Affiliate";"CJ";"2023-07-31";"1590.3883744000004";"0"
"Search Paid";"Google";"2023-07-31";"7231.225999999999";"0"
"Social Paid";"Facebook";"2023-07-31";"37637.14079775998";"0"
"Affiliate";"CJ";"2023-08-01";"826.66684035";"0"
"Search Paid";"Google";"2023-08-01";"9450.54";"0"
"Social Paid";"Facebook";"2023-08-01";"36403.81765824997";"0"
"Affiliate";"CJ";"2023-08-02";"903.6686659500001";"0"
"Search Paid";"Google";"2023-08-02";"7220.572000000001";"0"
